ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
10606	10606.jpg	DECAMPS, Alexandre Gabriel	(b. 1803, Paris, d. 1860, Fontainebleau)	The Caravan	c. 1854	Oil on canvas, 60 x 100 cm	Musée du Louvre, Paris	painting	landscape	French	1801-1850	http://www.wga.hu/html/d/decamps/thecarava.html
10612	10612.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	View of the Stadhuis (Town Hall) of Delft	1667-80	Engraving, 180 x 271 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr1.html
10613	10613.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	View of the Oude Gasthuis (Old Hospital) of Delft	1667-80	Engraving, 180 x 271 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr2.html
10614	10614.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	Gemeenlandshuis on the Oude Delft in Delft	1667-80	Engraving, 180 x 271 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr3.html
10615	10615.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	The Stadhuis of Delfshaven	1667-80	Engraving, 180 x 271 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr4.html
10616	10616.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	The Convent of St Agatha and Prinsenhof in Delft	1667-80	Engraving, 180 x 271 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr5.html
10617	10617.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	Exterior of the Nieuwe Kerk in Delft	1667	Engraving, 330 x 267 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr6.html
10618	10618.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	Exterior of the Oude Kerk in Delft	1667	Engraving, 330 x 267 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr7.html
10620	10620.jpg	DECKER, Coenraet	(b. 1651, Amsterdam, d. 1685, Amsterdam)	Sint Jorispoort (St George's Gate) in Delft	1867-80	Etching and engraving, 175 x 270 mm	Private collection	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker/beschr9.html
10621	10621.jpg	DECKER, Cornelis Gerritsz	(b. 1618, Haarlem, d. 1678, Haarlem)	Cottage among Trees on Bank of Stream	1669	Oil on canvas, 65 x 78 cm	National Gallery, London	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker_c/cottage.html
10622	10622.jpg	DECKER, Cornelis Gerritsz	(b. 1618, Haarlem, d. 1678, Haarlem)	Landscape with a Village Road	-	Oil on canvas, 84 x 107 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker_c/farmyarc.html
10623	10623.jpg	DECKER, Cornelis Gerritsz	(b. 1618, Haarlem, d. 1678, Haarlem)	Landscape with a Farmyard	-	Oil on canvas, 84 x 107 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/d/decker_c/farmyard.html
10627	10627.jpg	DEDREUX, Alfred	(b. 1810, Paris, d. 1860, Paris)	Pensive Young Lady Wearing a Black Dress	1855-59	Oil on canvas, 65 x 54 cm	Private collection	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/dedreux/pensive.html
10629	10629.jpg	DEFERNEX, Jean-Baptiste	(b. ca. 1729, Paris, d. 1783, Paris)	Madame Favart	1762	Terracotta, height 50 cm	Musée du Louvre, Paris	sculpture	portrait	French	1751-1800	http://www.wga.hu/html/d/defernex/favart.html
10630	10630.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Jephthah's Daughter	1859-60	Oil on canvas, 183 x 296 cm	Smith College Museum of Art, Northampton	painting	mythological	French	1851-1900	http://www.wga.hu/html/d/degas/1/early01.html
10634	10634.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	The Bellelli Family	1860-62	Oil on canvas, 200 x 253 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early05.html
10635	10635.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	The Bellelli Family (detail)	1860-62	Oil on canvas	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early06.html
10636	10636.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Self-Portrait	c. 1863	Oil on canvas, 93 x 67 cm	Museu Calouste Gulbenkian, Lisbon	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early07.html
10638	10638.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Monsieur and Madame Edmondo Morbilli	c. 1865	Oil on canvas, 117 x 88 cm	Museum of Fine Arts, Boston	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early09.html
10639	10639.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Self-Portrait	c. 1855	Oil on paper, 81 x 65 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early10.html
10640	10640.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Hilaire de Gas	1857	Oil on canvas, 53 x 41 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early11.html
10641	10641.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Thérèse de Gas	c. 1865	Oil on canvas, 89 x 67 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early12.html
10642	10642.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	The Collector	1866	Oil on canvas, 53 x 40 cm	Metropolitan Museum of Art, New York	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early13.html
10643	10643.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Double Portrait	c. 1865	Oil on canvas, 57 x 70 cm	Wadsworth Atheneum, Hartford	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early14.html
10644	10644.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Woman Leaning on an Elbow beside a Vase of Flowers	1865	Oil on canvas, 74 x 93 cm	Metropolitan Museum of Art, New York	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early15.html
10645	10645.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Jacques Joseph (James) Tissot	1866-68	Oil on canvas, 151 x 121 cm	Metropolitan Museum of Art, New York	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early16.html
10647	10647.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of a Young Woman	1867	Oil on canvas, 27 x 22 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early18.html
10652	10652.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Madame Camus at the Piano	1869	Oil on canvas, 142 x 95 cm	Private collection	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early23.html
10653	10653.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portraits of Lorenzo Pagans and Auguste Degas	1869	Oil on canvas, 54 x 39 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early24.html
10655	10655.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Mademoiselle Dihau at the Piano	1869-72	Oil on canvas, 39 x 32 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/1/early26.html
10658	10658.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Hortense Valpinçon as a Child	1871	Oil on canvas, 76 x 114 cm	Institute of Arts, Minneapolis	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/2/1870s_03.html
10661	10661.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Seated Woman	1872	Oil on canvas, 75 x 54 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/2/1870s_06.html
10662	10662.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Madame René de Gas, née Estelle Muston	1872-73	Oil on canvas, 73 x 92 cm	National Gallery of Art, Washington	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/2/1870s_07.html
10677	10677.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Madame Jeantaud in the Mirror	1875	Oil on canvas, 70 x 84 cm	Musée d'Orsay, Paris	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/2/1870s_19.html
10697	10697.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Edmond Duranty	1879	Pastel and tempera, 101 x 100 cm	Burrell Collection, Glasgow	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/3/1870s_77.html
10700	10700.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portraits at the Stock Exchange	1878-79	Pastel on paper, laid down on canvas, 72 x 58 cm	Metropolitan Museum of Art, New York	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/3/1870s_80.html
10712	10712.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	The Mante Family	c. 1884	Pastel on paper, 90 x 50 cm	Private collection	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/4/1880s_12.html
10717	10717.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Six Friends of the Artist	1885	Pastel and black chalk on yellowed gray paper, 113 x 70 cm	Museum of Art, Rhode Island School of Design, Providence	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/4/1880s_17.html
10725	10725.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Girl with a Hat	1887-90	Oil on canvas, 46 x 33 cm	Private collection	painting	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/4/1880s_24.html
10739	10739.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Little Fourteen-Year-Old Dancer	1880	Bronze, tulle and satin, height 99 cm	Metropolitan Museum of Art, New York	sculpture	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/6/sculpt05.html
10747	10747.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Giulia Bellelli	1858-59	Black pencil, gray wash, turpentine on off-white paper, 234 x 196 mm	Musée du Louvre, Paris	graphics	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/7/graphi01.html
10748	10748.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Giovanna Bellelli	1858-59	Pencil, 326 x 238 mm	Musée du Louvre, Paris	graphics	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/7/graphi02.html
10749	10749.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Gennaro Bellelli	1860	Pencil, 272 x 227 mm	Musée du Louvre, Paris	graphics	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/7/graphi03.html
10751	10751.jpg	DEGAS, Edgar	(b. 1834, Paris, d. 1917, Paris)	Portrait of Edouard Manet	1862-65	Etching on white wove paper, 133 x 125 mm	Museum of Art, Philadelphia	graphics	portrait	French	1851-1900	http://www.wga.hu/html/d/degas/7/graphi05.html
10771	10771.jpg	DEGOUVE DE NUNCQUES, William	(b. 1867, Monthermé, d. 1935, Stavelot)	The Blind House or The Pink House	1892	Oil on canvas, 63 x 43 cm	Rijksmuseum Kröller-Müller, Otterlo	painting	landscape	Belgian	1851-1900	http://www.wga.hu/html/d/degouve/pinkhous.html
10773	10773.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Mlle Rose	1817-20	Oil on canvas, 81 x 65 cm	Musée du Louvre, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/1/101delac.html
10774	10774.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Self-Portrait as Ravenswood	c. 1821	Oil on canvas, 41 x 32 cm	Musée Eugène Delacroix, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/1/102delac.html
10776	10776.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	A Mad Woman	c. 1822	Oil on canvas, 41 x 33 cm	Musée des Beaux-Arts, Orléans	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/1/104delac.html
10777	10777.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Aspasia	c. 1824	Oil on canvas, 81 x 65 cm	Musée Fabre, Montpellier	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/1/105delac.html
10778	10778.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Girl Seated in a Cemetery	1824	Oil on canvas, 65,5 x 54,3 cm	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/1/106delac.html
10786	10786.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Still-Life with Lobster	1826-27	Oil on canvas, 80,5 x 106,5 cm	Musée du Louvre, Paris	painting	still-life	French	1801-1850	http://www.wga.hu/html/d/delacroi/2/201delac.html
10792	10792.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Louis-Auguste Schwiter	1826-27	Oil on canvas, 218 x 144 cm	National Gallery, London	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/2/207delac.html
10798	10798.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Decoration of the west wall	1833-37	Oil and virgin wax on plaster	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/301delac.html
10799	10799.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Justice (detail)	1833-37	Oil and virgin wax on plaster	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/302delac.html
10800	10800.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Justice (detail)	1833-37	Oil and virgin wax on plaster	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/303delac.html
10801	10801.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	War	1833-37	Oil and virgin wax on plaster, 140 x 380 cm	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/304delac.html
10802	10802.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Garonne	1833-37	Oil and virgin wax on plaster, 300 x 110 cm	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/305delac.html
10803	10803.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Mediterranean	1833-37	Oil and virgin wax on plaster, 300 x 122 cm	Salon du Roi, Palais Bourbon, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/306delac.html
10808	10808.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Self-Portrait	c. 1837	Oil on canvas, 65 x 54,5 cm	Musée du Louvre, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/311delac.html
10809	10809.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	George Sand	1838	Oil on canvas, 79 x 57 cm	Ordrupgaardsamlingen, Ordrupgaard	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/312delac.html
10810	10810.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Frédéric Chopin	1838	Oil on canvas, 45,7 x 37,5 cm	Musée du Louvre, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/313delac.html
10812	10812.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Cleopatra and the Peasant	1838	Oil on canvas, 98 x 123 cm	Ackland Art Museum, Chapel Hill	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/315delac.html
10813	10813.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Death of Ophelia	1838	Oil on canvas, 38 x 46 cm	Neue Pinakothek, Munich	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/315delad.html
10814	10814.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Medea about to Kill her Children	1838 (1862)	Oil on canvas, 122 x 84 cm	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/3/316delac.html
10825	10825.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Abduction of Rebecca	1846	Oil on canvas, 100 x 82 cm	Metropolitan Museum of Art, New York	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/4/408delac.html
10828	10828.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	A Vase of Flowers on a Console	1848-50	Oil on canvas, 135 x 102 cm	Musée Ingres, Montauban	painting	still-life	French	1801-1850	http://www.wga.hu/html/d/delacroi/4/411delac.html
10830	10830.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Apollo Slays Python	1850-51	Oil on mounted canvas, 800 x 750 cm	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/4/413delac.html
10831	10831.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Apollo Slays Python (detail)	1850-51	Oil on mounted canvas	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/4/414delac.html
10832	10832.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Apollo Vanquishing the Python	1850-51	Mural painting, about 800 x 750 cm	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/5/501delac.html
10834	10834.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Sea from the Heights of Dieppe	1852	Oil on cardboard mounted on wood, 35 x 51 cm	Musée du Louvre, Paris	painting	landscape	French	1801-1850	http://www.wga.hu/html/d/delacroi/5/503delac.html
10835	10835.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Christ on the Lake of Gennezaret	1854	Oil on canvas, 60 x 73 cm	Walters Art Museum, Baltimore	painting	landscape	French	1801-1850	http://www.wga.hu/html/d/delacroi/5/504delac.html
10842	10842.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	The Abduction of Rebecca	1858	Oil on canvas, 105 x 81,5 cm	Musée du Louvre, Paris	painting	mythological	French	1801-1850	http://www.wga.hu/html/d/delacroi/5/511delac.html
10858	10858.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Bouquet of Flowers	1849-50	Watercolour, gouache and pastel on paper, 650 x 654 mm	Musée du Louvre, Paris	graphics	still-life	French	1801-1850	http://www.wga.hu/html/d/delacroi/6/607delac.html
10863	10863.jpg	DELACROIX, Eugène	(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)	Self-Portrait with Cap	1832	Drawing, 193 x 127 mm	Musée du Louvre, Paris	graphics	portrait	French	1801-1850	http://www.wga.hu/html/d/delacroi/7/705delac.html
10878	10878.jpg	DELAISTRE, François-Nicolas	(b. 1746, Paris, d. 1832, Paris)	Bust of the Empress Marie-Louise	1813	Terracotta	Musée des Beaux-Arts, Dijon	sculpture	portrait	French	1801-1850	http://www.wga.hu/html/d/delaistr/empress.html
10879	10879.jpg	DELANE, Solomon	(b. ca. 1727, Dublin, d. 1812, Dublin)	A View near Tivoli at Dawn	1777	Oil on canvas, 71 x 91 cm	Private collection	painting	landscape	Irish	1751-1800	http://www.wga.hu/html/d/delane/dawn.html
10880	10880.jpg	DELANE, Solomon	(b. ca. 1727, Dublin, d. 1812, Dublin)	View of Lake Nemi, Italy	1770s	Oil on canvas, 78 x 102 cm	Private collection	painting	landscape	Irish	1751-1800	http://www.wga.hu/html/d/delane/lakenemi.html
10881	10881.jpg	DELANE, Solomon	(b. ca. 1727, Dublin, d. 1812, Dublin)	Landscape with the Flight into Egypt	c. 1772	Oil on copper, 48 x 61 cm	Private collection	painting	landscape	Irish	1751-1800	http://www.wga.hu/html/d/delane/landscap.html
10890	10890.jpg	DELAROCHE, Paul	(b. 1797, Paris, d. 1856, Paris)	Bonaparte Crossing the Alps	1848	Oil on canvas, 289 x 222 cm	Musée du Louvre, Paris	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delaroch/8delaroc.html
10891	10891.jpg	DELAROCHE, Paul	(b. 1797, Paris, d. 1856, Paris)	Portrait of Joseph-Carle-Paul-Horace Delaroche	1851	Oil on canvas, 63 x 41 cm	Private collection	painting	portrait	French	1801-1850	http://www.wga.hu/html/d/delaroch/8delarod.html
10894	10894.jpg	DELAVALLÉE, Henri	(b. 1862, Reims, d. 1943, Pont-Aven)	Farmyard	1887	Oil on canvas, 60 x 73 cm	Private collection	painting	landscape	French	1851-1900	http://www.wga.hu/html/d/delavall/farmyard.html
10897	10897.jpg	DELEN, Dirck van	(b. 1604/5, Heusden, d. 1671, Arnemuiden)	Architectural Capriccio with Jephthah and His Daughter	1633	Oil on panel, 128 x 196 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/d/delen/capricci.html
